"Variable","Level","BMI_cat","Count","Percent","p.value_rounded","p_adj_rounded"
"Hypertension",NA,"Obese II",164,"3.0%",0,0
"IsSWHR","0","Obese II",816,"15.1%",4.11e-207,1.98e-206
"IsSWHR","1","Obese II",4308,"79.6%",4.11e-207,1.98e-206
"IsSWHR",NA,"Obese II",289,"5.3%",4.11e-207,1.98e-206
"LBBB","No","Obese II",4850,"89.6%",1.52e-05,2.11e-05
"LBBB","Yes","Obese II",243,"4.5%",1.52e-05,2.11e-05
"LBBB",NA,"Obese II",320,"5.9%",1.52e-05,2.11e-05
"Lipid_lowering","No","Obese II",411,"7.6%",3.26e-240,1.73e-239
"Lipid_lowering","Yes","Obese II",4971,"91.8%",3.26e-240,1.73e-239
"Lipid_lowering",NA,"Obese II",31,"0.6%",3.26e-240,1.73e-239
"MI_history","No","Obese II",3449,"63.7%",3.41e-07,5.32e-07
"MI_history","Yes","Obese II",949,"17.5%",3.41e-07,5.32e-07
"MI_history",NA,"Obese II",1015,"18.8%",3.41e-07,5.32e-07
"MI_location_anterior","No","Obese II",514,"9.5%",5.42e-07,8.2e-07
"MI_location_anterior","Yes","Obese II",236,"4.4%",5.42e-07,8.2e-07
"MI_location_anterior",NA,"Obese II",4663,"86.1%",5.42e-07,8.2e-07
"MI_location_inferior","No","Obese II",432,"8.0%",0.0649,0.0764
"MI_location_inferior","Yes","Obese II",318,"5.9%",0.0649,0.0764
"MI_location_inferior",NA,"Obese II",4663,"86.1%",0.0649,0.0764
"MI_location_lateral","No","Obese II",620,"11.5%",0.639,0.678
"MI_location_lateral","Yes","Obese II",101,"1.9%",0.639,0.678
"MI_location_lateral",NA,"Obese II",4692,"86.7%",0.639,0.678
"MI_location_posterior","No","Obese II",616,"11.4%",0.0247,0.0311
"MI_location_posterior","Yes","Obese II",31,"0.6%",0.0247,0.0311
"MI_location_posterior",NA,"Obese II",4766,"88.0%",0.0247,0.0311
"MI_type","NSTEMI","Obese II",3145,"58.1%",1.71e-19,3.63e-19
"MI_type","STEMI","Obese II",1196,"22.1%",1.71e-19,3.63e-19
"MI_type",NA,"Obese II",1072,"19.8%",1.71e-19,3.63e-19
"MR","Moderate","Obese II",10,"0.2%",0.0886,0.102
"MR","None or mild","Obese II",105,"1.9%",0.0886,0.102
"MR","Severe","Obese II",4,"0.1%",0.0886,0.102
"MR",NA,"Obese II",5294,"97.8%",0.0886,0.102
"NSVT","No","Obese II",92,"1.7%",0.0609,0.0733
"NSVT","Yes","Obese II",9,"0.2%",0.0609,0.0733
"NSVT",NA,"Obese II",5312,"98.1%",0.0609,0.0733
"NYHA","I","Obese II",546,"10.1%",2.21e-07,3.55e-07
"NYHA","II","Obese II",303,"5.6%",2.21e-07,3.55e-07
"NYHA","III","Obese II",135,"2.5%",2.21e-07,3.55e-07
"NYHA","IV","Obese II",9,"0.2%",2.21e-07,3.55e-07
"NYHA",NA,"Obese II",4420,"81.7%",2.21e-07,3.55e-07
"PCI","No","Obese II",3848,"71.1%",1.74e-175,7.08e-175
"PCI","Yes","Obese II",1206,"22.3%",1.74e-175,7.08e-175
"PCI",NA,"Obese II",359,"6.6%",1.74e-175,7.08e-175
"PCI_acute","No","Obese II",3122,"57.7%",8.41e-41,2.34e-40
"PCI_acute","Yes","Obese II",1295,"23.9%",8.41e-41,2.34e-40
"PCI_acute",NA,"Obese II",996,"18.4%",8.41e-41,2.34e-40
"RBBB","No","Obese II",4760,"87.9%",0.808,0.823
"RBBB","Yes","Obese II",227,"4.2%",0.808,0.823
"RBBB",NA,"Obese II",426,"7.9%",0.808,0.823
"Revascularisation_acute","No","Obese II",3045,"56.3%",4.27e-43,1.26e-42
"Revascularisation_acute","Yes","Obese II",1372,"25.3%",4.27e-43,1.26e-42
"Revascularisation_acute",NA,"Obese II",996,"18.4%",4.27e-43,1.26e-42
"Sex","Female","Obese II",2034,"37.6%",0,0
"Sex","Male","Obese II",3379,"62.4%",0,0
"Smoking","No","Obese II",1774,"32.8%",4.99e-66,1.65e-65
"Smoking","Yes","Obese II",3371,"62.3%",4.99e-66,1.65e-65
"Smoking",NA,"Obese II",268,"5.0%",4.99e-66,1.65e-65
"Stroke_TIA","No","Obese II",4686,"86.6%",2.99e-12,5.46e-12
"Stroke_TIA","Yes","Obese II",353,"6.5%",2.99e-12,5.46e-12
"Stroke_TIA",NA,"Obese II",374,"6.9%",2.99e-12,5.46e-12
"Thrombolysis_acute","No","Obese II",4323,"79.9%",0.546,0.603
"Thrombolysis_acute","Yes","Obese II",61,"1.1%",0.546,0.603
"Thrombolysis_acute",NA,"Obese II",1029,"19.0%",0.546,0.603
"Time_zero_Y","1995","Obese II",1,"0.0%",3.2e-44,9.97e-44
"Time_zero_Y","1996","Obese II",5,"0.1%",3.2e-44,9.97e-44
"Time_zero_Y","1997","Obese II",9,"0.2%",3.2e-44,9.97e-44
"Time_zero_Y","1998","Obese II",23,"0.4%",3.2e-44,9.97e-44
"Time_zero_Y","1999","Obese II",24,"0.4%",3.2e-44,9.97e-44
"Time_zero_Y","2000","Obese II",38,"0.7%",3.2e-44,9.97e-44
"Time_zero_Y","2001","Obese II",25,"0.5%",3.2e-44,9.97e-44
"Time_zero_Y","2002","Obese II",17,"0.3%",3.2e-44,9.97e-44
"Time_zero_Y","2003","Obese II",4,"0.1%",3.2e-44,9.97e-44
"Time_zero_Y","2004","Obese II",1,"0.0%",3.2e-44,9.97e-44
"Time_zero_Y","2005","Obese II",2,"0.0%",3.2e-44,9.97e-44
"Time_zero_Y","2006","Obese II",198,"3.7%",3.2e-44,9.97e-44
"Time_zero_Y","2007","Obese II",250,"4.6%",3.2e-44,9.97e-44
"Time_zero_Y","2008","Obese II",258,"4.8%",3.2e-44,9.97e-44
"Time_zero_Y","2009","Obese II",321,"5.9%",3.2e-44,9.97e-44
"Time_zero_Y","2010","Obese II",480,"8.9%",3.2e-44,9.97e-44
"Time_zero_Y","2011","Obese II",634,"11.7%",3.2e-44,9.97e-44
"Time_zero_Y","2012","Obese II",679,"12.5%",3.2e-44,9.97e-44
"Time_zero_Y","2013","Obese II",543,"10.0%",3.2e-44,9.97e-44
"Time_zero_Y","2014","Obese II",435,"8.0%",3.2e-44,9.97e-44
"Time_zero_Y","2015","Obese II",501,"9.3%",3.2e-44,9.97e-44
"Time_zero_Y","2016","Obese II",465,"8.6%",3.2e-44,9.97e-44
"Time_zero_Y","2017","Obese II",485,"9.0%",3.2e-44,9.97e-44
"Time_zero_Y","2018","Obese II",9,"0.2%",3.2e-44,9.97e-44
"Time_zero_Y","2019","Obese II",4,"0.1%",3.2e-44,9.97e-44
"Time_zero_Y","2020","Obese II",2,"0.0%",3.2e-44,9.97e-44
"Time_zero_Ym","1995-04-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1996-03-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1996-05-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1996-08-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1996-11-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","1997-06-01","Obese II",4,"0.1%",NA,NA
"Time_zero_Ym","1997-07-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","1997-08-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1997-09-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1997-12-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1998-01-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1998-02-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1998-04-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1998-05-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1998-06-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1998-07-01","Obese II",12,"0.2%",NA,NA
"Time_zero_Ym","1998-08-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1998-09-01","Obese II",3,"0.1%",NA,NA
"Time_zero_Ym","1998-12-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","1999-02-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","1999-05-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","1999-07-01","Obese II",21,"0.4%",NA,NA
"Time_zero_Ym","2000-01-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2000-02-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2000-03-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2000-04-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2000-05-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","2000-06-01","Obese II",3,"0.1%",NA,NA
"Time_zero_Ym","2000-07-01","Obese II",24,"0.4%",NA,NA
"Time_zero_Ym","2000-08-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2000-09-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2000-10-01","Obese II",3,"0.1%",NA,NA
"Time_zero_Ym","2001-01-01","Obese II",3,"0.1%",NA,NA
"Time_zero_Ym","2001-02-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2001-03-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2001-04-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2001-05-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2001-07-01","Obese II",11,"0.2%",NA,NA
"Time_zero_Ym","2001-08-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2001-10-01","Obese II",4,"0.1%",NA,NA
"Time_zero_Ym","2001-11-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","2002-01-01","Obese II",3,"0.1%",NA,NA
"Time_zero_Ym","2002-02-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2002-03-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","2002-04-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","2002-05-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","2002-06-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2002-07-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2002-08-01","Obese II",3,"0.1%",NA,NA
"Time_zero_Ym","2002-10-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2002-11-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2003-02-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2003-06-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","2003-12-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2004-03-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2005-01-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2005-11-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2006-02-01","Obese II",15,"0.3%",NA,NA
"Time_zero_Ym","2006-03-01","Obese II",10,"0.2%",NA,NA
"Time_zero_Ym","2006-04-01","Obese II",9,"0.2%",NA,NA
"Time_zero_Ym","2006-05-01","Obese II",9,"0.2%",NA,NA
"Time_zero_Ym","2006-06-01","Obese II",12,"0.2%",NA,NA
"Time_zero_Ym","2006-06-16","Obese II",9,"0.2%",NA,NA
"Time_zero_Ym","2006-07-01","Obese II",16,"0.3%",NA,NA
"Time_zero_Ym","2006-08-01","Obese II",23,"0.4%",NA,NA
"Time_zero_Ym","2006-09-01","Obese II",12,"0.2%",NA,NA
"Time_zero_Ym","2006-10-01","Obese II",16,"0.3%",NA,NA
"Time_zero_Ym","2006-11-01","Obese II",18,"0.3%",NA,NA
"Time_zero_Ym","2006-11-16","Obese II",27,"0.5%",NA,NA
"Time_zero_Ym","2006-12-01","Obese II",22,"0.4%",NA,NA
"Time_zero_Ym","2007-01-01","Obese II",13,"0.2%",NA,NA
"Time_zero_Ym","2007-02-01","Obese II",21,"0.4%",NA,NA
"Time_zero_Ym","2007-03-01","Obese II",26,"0.5%",NA,NA
"Time_zero_Ym","2007-04-01","Obese II",16,"0.3%",NA,NA
"Time_zero_Ym","2007-05-01","Obese II",22,"0.4%",NA,NA
"Time_zero_Ym","2007-06-01","Obese II",29,"0.5%",NA,NA
"Time_zero_Ym","2007-07-01","Obese II",22,"0.4%",NA,NA
"Time_zero_Ym","2007-08-01","Obese II",18,"0.3%",NA,NA
"Time_zero_Ym","2007-09-01","Obese II",19,"0.4%",NA,NA
"Time_zero_Ym","2007-10-01","Obese II",26,"0.5%",NA,NA
"Time_zero_Ym","2007-11-01","Obese II",17,"0.3%",NA,NA
"Time_zero_Ym","2007-12-01","Obese II",21,"0.4%",NA,NA
"Time_zero_Ym","2008-01-01","Obese II",20,"0.4%",NA,NA
"Time_zero_Ym","2008-02-01","Obese II",17,"0.3%",NA,NA
"Time_zero_Ym","2008-03-01","Obese II",19,"0.4%",NA,NA
"Time_zero_Ym","2008-04-01","Obese II",23,"0.4%",NA,NA
"Time_zero_Ym","2008-05-01","Obese II",17,"0.3%",NA,NA
"Time_zero_Ym","2008-06-01","Obese II",37,"0.7%",NA,NA
"Time_zero_Ym","2008-07-01","Obese II",16,"0.3%",NA,NA
"Time_zero_Ym","2008-08-01","Obese II",21,"0.4%",NA,NA
"Time_zero_Ym","2008-09-01","Obese II",18,"0.3%",NA,NA
"Time_zero_Ym","2008-10-01","Obese II",20,"0.4%",NA,NA
"Time_zero_Ym","2008-11-01","Obese II",26,"0.5%",NA,NA
"Time_zero_Ym","2008-12-01","Obese II",24,"0.4%",NA,NA
"Time_zero_Ym","2009-01-01","Obese II",32,"0.6%",NA,NA
"Time_zero_Ym","2009-02-01","Obese II",19,"0.4%",NA,NA
"Time_zero_Ym","2009-03-01","Obese II",23,"0.4%",NA,NA
"Time_zero_Ym","2009-04-01","Obese II",18,"0.3%",NA,NA
"Time_zero_Ym","2009-05-01","Obese II",36,"0.7%",NA,NA
"Time_zero_Ym","2009-06-01","Obese II",52,"1.0%",NA,NA
"Time_zero_Ym","2009-07-01","Obese II",24,"0.4%",NA,NA
"Time_zero_Ym","2009-08-01","Obese II",18,"0.3%",NA,NA
"Time_zero_Ym","2009-09-01","Obese II",24,"0.4%",NA,NA
"Time_zero_Ym","2009-10-01","Obese II",25,"0.5%",NA,NA
"Time_zero_Ym","2009-11-01","Obese II",29,"0.5%",NA,NA
"Time_zero_Ym","2009-12-01","Obese II",21,"0.4%",NA,NA
"Time_zero_Ym","2010-01-01","Obese II",18,"0.3%",NA,NA
"Time_zero_Ym","2010-02-01","Obese II",35,"0.6%",NA,NA
"Time_zero_Ym","2010-03-01","Obese II",38,"0.7%",NA,NA
"Time_zero_Ym","2010-04-01","Obese II",26,"0.5%",NA,NA
"Time_zero_Ym","2010-04-17","Obese II",49,"0.9%",NA,NA
"Time_zero_Ym","2010-05-01","Obese II",38,"0.7%",NA,NA
"Time_zero_Ym","2010-06-01","Obese II",60,"1.1%",NA,NA
"Time_zero_Ym","2010-07-01","Obese II",65,"1.2%",NA,NA
"Time_zero_Ym","2010-08-01","Obese II",23,"0.4%",NA,NA
"Time_zero_Ym","2010-09-01","Obese II",36,"0.7%",NA,NA
"Time_zero_Ym","2010-10-01","Obese II",35,"0.6%",NA,NA
"Time_zero_Ym","2010-11-01","Obese II",33,"0.6%",NA,NA
"Time_zero_Ym","2010-12-01","Obese II",24,"0.4%",NA,NA
"Time_zero_Ym","2011-01-01","Obese II",31,"0.6%",NA,NA
"Time_zero_Ym","2011-02-01","Obese II",31,"0.6%",NA,NA
"Time_zero_Ym","2011-03-01","Obese II",26,"0.5%",NA,NA
"Time_zero_Ym","2011-04-01","Obese II",44,"0.8%",NA,NA
"Time_zero_Ym","2011-05-01","Obese II",27,"0.5%",NA,NA
"Time_zero_Ym","2011-06-01","Obese II",249,"4.6%",NA,NA
"Time_zero_Ym","2011-07-01","Obese II",68,"1.3%",NA,NA
"Time_zero_Ym","2011-08-01","Obese II",31,"0.6%",NA,NA
"Time_zero_Ym","2011-09-01","Obese II",36,"0.7%",NA,NA
"Time_zero_Ym","2011-10-01","Obese II",33,"0.6%",NA,NA
"Time_zero_Ym","2011-11-01","Obese II",32,"0.6%",NA,NA
"Time_zero_Ym","2011-12-01","Obese II",26,"0.5%",NA,NA
"Time_zero_Ym","2012-01-01","Obese II",31,"0.6%",NA,NA
"Time_zero_Ym","2012-02-01","Obese II",43,"0.8%",NA,NA
"Time_zero_Ym","2012-03-01","Obese II",29,"0.5%",NA,NA
"Time_zero_Ym","2012-04-01","Obese II",49,"0.9%",NA,NA
"Time_zero_Ym","2012-05-01","Obese II",38,"0.7%",NA,NA
"Time_zero_Ym","2012-06-01","Obese II",253,"4.7%",NA,NA
"Time_zero_Ym","2012-07-01","Obese II",44,"0.8%",NA,NA
"Time_zero_Ym","2012-08-01","Obese II",40,"0.7%",NA,NA
"Time_zero_Ym","2012-09-01","Obese II",37,"0.7%",NA,NA
"Time_zero_Ym","2012-10-01","Obese II",44,"0.8%",NA,NA
"Time_zero_Ym","2012-11-01","Obese II",30,"0.6%",NA,NA
"Time_zero_Ym","2012-12-01","Obese II",41,"0.8%",NA,NA
"Time_zero_Ym","2013-01-01","Obese II",47,"0.9%",NA,NA
"Time_zero_Ym","2013-02-01","Obese II",37,"0.7%",NA,NA
"Time_zero_Ym","2013-03-01","Obese II",33,"0.6%",NA,NA
"Time_zero_Ym","2013-04-01","Obese II",33,"0.6%",NA,NA
"Time_zero_Ym","2013-05-01","Obese II",40,"0.7%",NA,NA
"Time_zero_Ym","2013-06-01","Obese II",140,"2.6%",NA,NA
"Time_zero_Ym","2013-07-01","Obese II",31,"0.6%",NA,NA
"Time_zero_Ym","2013-08-01","Obese II",38,"0.7%",NA,NA
"Time_zero_Ym","2013-09-01","Obese II",32,"0.6%",NA,NA
"Time_zero_Ym","2013-10-01","Obese II",42,"0.8%",NA,NA
"Time_zero_Ym","2013-11-01","Obese II",25,"0.5%",NA,NA
"Time_zero_Ym","2013-12-01","Obese II",45,"0.8%",NA,NA
"Time_zero_Ym","2014-01-01","Obese II",35,"0.6%",NA,NA
"Time_zero_Ym","2014-02-01","Obese II",42,"0.8%",NA,NA
"Time_zero_Ym","2014-03-01","Obese II",45,"0.8%",NA,NA
"Time_zero_Ym","2014-04-01","Obese II",35,"0.6%",NA,NA
"Time_zero_Ym","2014-05-01","Obese II",38,"0.7%",NA,NA
"Time_zero_Ym","2014-06-01","Obese II",31,"0.6%",NA,NA
"Time_zero_Ym","2014-07-01","Obese II",28,"0.5%",NA,NA
"Time_zero_Ym","2014-08-01","Obese II",32,"0.6%",NA,NA
"Time_zero_Ym","2014-09-01","Obese II",35,"0.6%",NA,NA
"Time_zero_Ym","2014-10-01","Obese II",35,"0.6%",NA,NA
"Time_zero_Ym","2014-11-01","Obese II",34,"0.6%",NA,NA
"Time_zero_Ym","2014-12-01","Obese II",45,"0.8%",NA,NA
"Time_zero_Ym","2015-01-01","Obese II",45,"0.8%",NA,NA
"Time_zero_Ym","2015-02-01","Obese II",40,"0.7%",NA,NA
"Time_zero_Ym","2015-03-01","Obese II",43,"0.8%",NA,NA
"Time_zero_Ym","2015-04-01","Obese II",31,"0.6%",NA,NA
"Time_zero_Ym","2015-05-01","Obese II",46,"0.8%",NA,NA
"Time_zero_Ym","2015-06-01","Obese II",42,"0.8%",NA,NA
"Time_zero_Ym","2015-07-01","Obese II",53,"1.0%",NA,NA
"Time_zero_Ym","2015-08-01","Obese II",34,"0.6%",NA,NA
"Time_zero_Ym","2015-09-01","Obese II",32,"0.6%",NA,NA
"Time_zero_Ym","2015-10-01","Obese II",42,"0.8%",NA,NA
"Time_zero_Ym","2015-11-01","Obese II",44,"0.8%",NA,NA
"Time_zero_Ym","2015-12-01","Obese II",49,"0.9%",NA,NA
"Time_zero_Ym","2016-01-01","Obese II",47,"0.9%",NA,NA
"Time_zero_Ym","2016-02-01","Obese II",38,"0.7%",NA,NA
"Time_zero_Ym","2016-03-01","Obese II",33,"0.6%",NA,NA
"Time_zero_Ym","2016-04-01","Obese II",39,"0.7%",NA,NA
"Time_zero_Ym","2016-05-01","Obese II",53,"1.0%",NA,NA
"Time_zero_Ym","2016-06-01","Obese II",42,"0.8%",NA,NA
"Time_zero_Ym","2016-07-01","Obese II",42,"0.8%",NA,NA
"Time_zero_Ym","2016-08-01","Obese II",23,"0.4%",NA,NA
"Time_zero_Ym","2016-09-01","Obese II",41,"0.8%",NA,NA
"Time_zero_Ym","2016-10-01","Obese II",29,"0.5%",NA,NA
"Time_zero_Ym","2016-11-01","Obese II",35,"0.6%",NA,NA
"Time_zero_Ym","2016-12-01","Obese II",43,"0.8%",NA,NA
"Time_zero_Ym","2017-01-01","Obese II",49,"0.9%",NA,NA
"Time_zero_Ym","2017-02-01","Obese II",41,"0.8%",NA,NA
"Time_zero_Ym","2017-03-01","Obese II",40,"0.7%",NA,NA
"Time_zero_Ym","2017-04-01","Obese II",30,"0.6%",NA,NA
"Time_zero_Ym","2017-05-01","Obese II",35,"0.6%",NA,NA
"Time_zero_Ym","2017-06-01","Obese II",44,"0.8%",NA,NA
"Time_zero_Ym","2017-07-01","Obese II",31,"0.6%",NA,NA
"Time_zero_Ym","2017-08-01","Obese II",46,"0.8%",NA,NA
"Time_zero_Ym","2017-09-01","Obese II",40,"0.7%",NA,NA
"Time_zero_Ym","2017-10-01","Obese II",54,"1.0%",NA,NA
"Time_zero_Ym","2017-11-01","Obese II",39,"0.7%",NA,NA
"Time_zero_Ym","2017-12-01","Obese II",36,"0.7%",NA,NA
"Time_zero_Ym","2018-01-01","Obese II",4,"0.1%",NA,NA
"Time_zero_Ym","2018-02-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2018-04-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","2018-06-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2018-10-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2019-01-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2019-05-01","Obese II",2,"0.0%",NA,NA
"Time_zero_Ym","2019-12-01","Obese II",1,"0.0%",NA,NA
"Time_zero_Ym","2020-01-01","Obese II",2,"0.0%",NA,NA
"ACE_inhibitor","No","Obese III",718,"39.4%",8.67e-09,1.44e-08
"ACE_inhibitor","Yes","Obese III",1055,"57.9%",8.67e-09,1.44e-08
"ACE_inhibitor",NA,"Obese III",49,"2.7%",8.67e-09,1.44e-08
"ACE_inhibitor_ARB","No","Obese III",305,"16.7%",2.86e-164,1.08e-163
"ACE_inhibitor_ARB","Yes","Obese III",1508,"82.8%",2.86e-164,1.08e-163
"ACE_inhibitor_ARB",NA,"Obese III",9,"0.5%",2.86e-164,1.08e-163
"AF_atrial_flutter","No","Obese III",1490,"81.8%",3.24e-20,7.15e-20
"AF_atrial_flutter","Yes","Obese III",278,"15.3%",3.24e-20,7.15e-20
"AF_atrial_flutter",NA,"Obese III",54,"3.0%",3.24e-20,7.15e-20
"ARB","No","Obese III",1313,"72.1%",3.38e-192,1.49e-191
"ARB","Yes","Obese III",439,"24.1%",3.38e-192,1.49e-191
"ARB",NA,"Obese III",70,"3.8%",3.38e-192,1.49e-191
"AV_block","No","Obese III",301,"16.5%",0.13,0.146
"AV_block","Yes","Obese III",46,"2.5%",0.13,0.146
"AV_block",NA,"Obese III",1475,"81.0%",0.13,0.146
"AV_block_II_or_III","No","Obese III",338,"18.6%",0.839,0.839
"AV_block_II_or_III","Yes","Obese III",1,"0.1%",0.839,0.839
"AV_block_II_or_III",NA,"Obese III",1483,"81.4%",0.839,0.839
"Alcohol","No","Obese III",128,"7.0%",0.00104,0.00138
"Alcohol","Yes","Obese III",191,"10.5%",0.00104,0.00138
"Alcohol",NA,"Obese III",1503,"82.5%",0.00104,0.00138
"Aldosterone_antagonist","No","Obese III",1101,"60.4%",3.46e-15,6.79e-15
"Aldosterone_antagonist","Yes","Obese III",134,"7.4%",3.46e-15,6.79e-15
"Aldosterone_antagonist",NA,"Obese III",587,"32.2%",3.46e-15,6.79e-15
"Anti_anginal","No","Obese III",1233,"67.7%",1.61e-09,2.75e-09
"Anti_anginal","Yes","Obese III",198,"10.9%",1.61e-09,2.75e-09
"Anti_anginal",NA,"Obese III",391,"21.5%",1.61e-09,2.75e-09
"Anti_arrhythmic_III","No","Obese III",444,"24.4%",0.05,0.0616
"Anti_arrhythmic_III","Yes","Obese III",12,"0.7%",0.05,0.0616
"Anti_arrhythmic_III",NA,"Obese III",1366,"75.0%",0.05,0.0616
"Anti_coagulant","No","Obese III",1270,"69.7%",1.13e-06,1.66e-06
"Anti_coagulant","Yes","Obese III",178,"9.8%",1.13e-06,1.66e-06
"Anti_coagulant",NA,"Obese III",374,"20.5%",1.13e-06,1.66e-06
"Anti_diabetic","No","Obese III",1052,"57.7%",0,0
"Anti_diabetic","Yes","Obese III",547,"30.0%",0,0
"Anti_diabetic",NA,"Obese III",223,"12.2%",0,0
"Anti_diabetic_insulin","No","Obese III",1246,"68.4%",0,0
"Anti_diabetic_insulin","Yes","Obese III",357,"19.6%",0,0
"Anti_diabetic_insulin",NA,"Obese III",219,"12.0%",0,0
"Anti_diabetic_oral","No","Obese III",1251,"68.7%",0,0
"Anti_diabetic_oral","Yes","Obese III",373,"20.5%",0,0
"Anti_diabetic_oral",NA,"Obese III",198,"10.9%",0,0
"Anti_platelet","No","Obese III",93,"5.1%",2.75e-28,6.63e-28
"Anti_platelet","Yes","Obese III",1418,"77.8%",2.75e-28,6.63e-28
"Anti_platelet",NA,"Obese III",311,"17.1%",2.75e-28,6.63e-28
"Baseline_type","MI","Obese III",1362,"74.8%",0,0
"Baseline_type","MI40d","Obese III",335,"18.4%",0,0
"Baseline_type",NA,"Obese III",125,"6.9%",0,0
"Beta_blockers","No","Obese III",172,"9.4%",2.61e-34,6.92e-34
"Beta_blockers","Yes","Obese III",1645,"90.3%",2.61e-34,6.92e-34
"Beta_blockers",NA,"Obese III",5,"0.3%",2.61e-34,6.92e-34
"CABG","No","Obese III",1574,"86.4%",3.76e-34,9.5e-34
"CABG","Yes","Obese III",175,"9.6%",3.76e-34,9.5e-34
"CABG",NA,"Obese III",73,"4.0%",3.76e-34,9.5e-34
"CABG_acute","No","Obese III",921,"50.5%",0.676,0.703
"CABG_acute","Yes","Obese III",6,"0.3%",0.676,0.703
"CABG_acute",NA,"Obese III",895,"49.1%",0.676,0.703
"COPD","No","Obese III",327,"17.9%",1.54e-14,2.92e-14
"COPD","Yes","Obese III",56,"3.1%",1.54e-14,2.92e-14
"COPD",NA,"Obese III",1439,"79.0%",1.54e-14,2.92e-14
"CVD_risk_region","1","Obese III",18,"1.0%",1.05e-292,6.96e-292
"CVD_risk_region","2","Obese III",1350,"74.1%",1.05e-292,6.96e-292
"CVD_risk_region","3","Obese III",438,"24.0%",1.05e-292,6.96e-292
"CVD_risk_region","4","Obese III",16,"0.9%",1.05e-292,6.96e-292
"Calcium_antagonists","No","Obese III",1094,"60.0%",9.66e-149,3.41e-148
"Calcium_antagonists","Yes","Obese III",338,"18.6%",9.66e-149,3.41e-148
"Calcium_antagonists",NA,"Obese III",390,"21.4%",9.66e-149,3.41e-148
"Cancer","No","Obese III",16,"0.9%",0.612,0.662
"Cancer",NA,"Obese III",1806,"99.1%",0.612,0.662
"Diabetes","No","Obese III",964,"52.9%",0,0
"Diabetes","Yes","Obese III",851,"46.7%",0,0
"Diabetes",NA,"Obese III",7,"0.4%",0,0
"Digitalis_glycosides","No","Obese III",1437,"78.9%",9.89e-19,2.02e-18
"Digitalis_glycosides","Yes","Obese III",46,"2.5%",9.89e-19,2.02e-18
"Digitalis_glycosides",NA,"Obese III",339,"18.6%",9.89e-19,2.02e-18
